"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A→B","Bytes A→B","Packets A←B","Bytes A←B","Rel Start","Duration","bps A→B","bps A←B"
"1.1.2.3","41513","5.6.7.8","http","3","222","3","222","0","0","91.994809000","8.9975","197.39","N/A"
"1.1.2.3","41514","5.6.7.8","http","3","222","3","222","0","0","92.064170000","8.9962","197.42","N/A"
"1.1.2.3","41515","5.6.7.8","http","3","222","3","222","0","0","92.143720000","8.9966","197.41","N/A"
"1.1.2.3","41516","5.6.7.8","http","3","222","3","222","0","0","92.204190000","8.9987","197.36","N/A"
"1.1.2.3","41517","5.6.7.8","http","3","222","3","222","0","0","92.213857000","8.9970","197.40","N/A"
"1.1.2.3","41518","5.6.7.8","http","3","222","3","222","0","0","92.349105000","8.9992","197.35","N/A"
"1.1.2.3","41519","5.6.7.8","http","3","222","3","222","0","0","92.494261000","8.9981","197.38","N/A"
"1.1.2.3","41520","5.6.7.8","http","3","222","3","222","0","0","92.773723000","8.9971","197.40","N/A"
"1.1.2.3","41521","5.6.7.8","http","3","222","3","222","0","0","93.302605000","8.9977","197.38","N/A"
"1.1.2.3","41522","5.6.7.8","http","3","222","3","222","0","0","93.313688000","8.9972","197.40","N/A"
"1.1.2.3","41523","5.6.7.8","http","3","222","3","222","0","0","93.551027000","8.9973","197.39","N/A"
"1.1.2.3","41524","5.6.7.8","http","3","222","3","222","0","0","93.617717000","8.9986","197.36","N/A"
"1.1.2.3","41525","5.6.7.8","http","3","222","3","222","0","0","94.255349000","8.9970","197.40","N/A"
"1.1.2.3","41526","5.6.7.8","http","3","222","3","222","0","0","94.480686000","8.9997","197.34","N/A"
"1.1.2.3","41527","5.6.7.8","http","3","222","3","222","0","0","94.569872000","8.9985","197.37","N/A"
"1.1.2.3","41528","5.6.7.8","http","3","222","3","222","0","0","94.577132000","8.9992","197.35","N/A"
"1.1.2.3","41529","5.6.7.8","http","3","222","3","222","0","0","94.658655000","8.9977","197.38","N/A"
"1.1.2.3","41530","5.6.7.8","http","3","222","3","222","0","0","94.755789000","8.9966","197.41","N/A"
"1.1.2.3","41531","5.6.7.8","http","3","222","3","222","0","0","95.150849000","8.9975","197.39","N/A"
"1.1.2.3","41532","5.6.7.8","http","3","222","3","222","0","0","95.388311000","9.0000","197.33","N/A"
"1.1.2.3","41533","5.6.7.8","http","3","222","3","222","0","0","95.436118000","8.9987","197.36","N/A"
"1.1.2.3","41534","5.6.7.8","http","3","222","3","222","0","0","95.591948000","8.9989","197.36","N/A"
"1.1.2.3","41535","5.6.7.8","http","3","222","3","222","0","0","95.895939000","8.9949","197.45","N/A"
"1.1.2.3","41536","5.6.7.8","http","3","222","3","222","0","0","96.084956000","8.9979","197.38","N/A"
"1.1.2.3","41537","5.6.7.8","http","3","222","3","222","0","0","96.288334000","9.0000","197.33","N/A"
"1.1.2.3","41538","5.6.7.8","http","3","222","3","222","0","0","96.470967000","8.9974","197.39","N/A"
"1.1.2.3","41539","5.6.7.8","http","3","222","3","222","0","0","96.650062000","8.9983","197.37","N/A"
"1.1.2.3","41540","5.6.7.8","http","3","222","3","222","0","0","96.673007000","8.9993","197.35","N/A"
"1.1.2.3","41541","5.6.7.8","http","3","222","3","222","0","0","97.333570000","8.9978","197.38","N/A"
"1.1.2.3","41542","5.6.7.8","http","3","222","3","222","0","0","97.688541000","8.9983","197.37","N/A"
"1.1.2.3","41543","5.6.7.8","http","3","222","3","222","0","0","97.792762000","8.9981","197.38","N/A"
"1.1.2.3","41544","5.6.7.8","http","3","222","3","222","0","0","97.911139000","8.9972","197.39","N/A"
"1.1.2.3","41545","5.6.7.8","http","3","222","3","222","0","0","97.973446000","8.9989","197.36","N/A"
"1.1.2.3","41546","5.6.7.8","http","3","222","3","222","0","0","98.128859000","8.9980","197.38","N/A"
"1.1.2.3","41547","5.6.7.8","http","3","222","3","222","0","0","98.282504000","8.9978","197.38","N/A"
"1.1.2.3","41548","5.6.7.8","http","3","222","3","222","0","0","98.757282000","8.9976","197.39","N/A"
"1.1.2.3","41549","5.6.7.8","http","3","222","3","222","0","0","98.869250000","8.9976","197.39","N/A"
"1.1.2.3","41550","5.6.7.8","http","3","222","3","222","0","0","98.918427000","8.9964","197.41","N/A"
"1.1.2.3","41551","5.6.7.8","http","3","222","3","222","0","0","98.971475000","8.9954","197.43","N/A"
"1.1.2.3","41552","5.6.7.8","http","3","222","3","222","0","0","99.448363000","8.9985","197.37","N/A"
"1.1.2.3","41553","5.6.7.8","http","3","222","3","222","0","0","99.672217000","8.9986","197.36","N/A"
"1.1.2.3","41554","5.6.7.8","http","3","222","3","222","0","0","99.679919000","8.9989","197.36","N/A"
"1.1.2.3","41555","5.6.7.8","http","3","222","3","222","0","0","100.234415000","8.9964","197.41","N/A"
"1.1.2.3","41556","5.6.7.8","http","3","222","3","222","0","0","100.328911000","8.9979","197.38","N/A"
"1.1.2.3","41557","5.6.7.8","http","3","222","3","222","0","0","100.506688000","8.9962","197.42","N/A"
"1.1.2.3","41558","5.6.7.8","http","3","222","3","222","0","0","100.604304000","8.9961","197.42","N/A"
"1.1.2.3","41559","5.6.7.8","http","3","222","3","222","0","0","101.107252000","8.9971","197.40","N/A"
"1.1.2.3","41560","5.6.7.8","http","3","222","3","222","0","0","101.126756000","8.9976","197.39","N/A"
"1.1.2.3","41561","5.6.7.8","http","3","222","3","222","0","0","101.430331000","8.9980","197.38","N/A"
"1.1.2.3","41562","5.6.7.8","http","3","222","3","222","0","0","101.583032000","8.9958","197.43","N/A"
"1.1.2.3","41563","5.6.7.8","http","3","222","3","222","0","0","101.855853000","9.0005","197.32","N/A"
"1.1.2.3","41564","5.6.7.8","http","3","222","3","222","0","0","101.885602000","8.9988","197.36","N/A"
"1.1.2.3","41565","5.6.7.8","http","3","222","3","222","0","0","102.162499000","8.9978","197.38","N/A"
"1.1.2.3","41566","5.6.7.8","http","3","222","3","222","0","0","102.288988000","8.9979","197.38","N/A"
"1.1.2.3","41567","5.6.7.8","http","3","222","3","222","0","0","102.467078000","8.9958","197.43","N/A"
"1.1.2.3","41568","5.6.7.8","http","3","222","3","222","0","0","102.773374000","8.9990","197.36","N/A"
"1.1.2.3","41569","5.6.7.8","http","3","222","3","222","0","0","103.469220000","8.9991","197.35","N/A"
"1.1.2.3","41570","5.6.7.8","http","3","222","3","222","0","0","103.725547000","8.9973","197.39","N/A"
"1.1.2.3","41571","5.6.7.8","http","3","222","3","222","0","0","103.880519000","8.9983","197.37","N/A"
"1.1.2.3","41572","5.6.7.8","http","3","222","3","222","0","0","105.478668000","8.9977","197.38","N/A"
"1.1.2.3","41573","5.6.7.8","http","3","222","3","222","0","0","105.490143000","8.9982","197.37","N/A"
"1.1.2.3","41574","5.6.7.8","http","3","222","3","222","0","0","106.007549000","8.9953","197.44","N/A"
"1.1.2.3","41575","5.6.7.8","http","3","222","3","222","0","0","106.147787000","8.9951","197.44","N/A"
"1.1.2.3","41576","5.6.7.8","http","3","222","3","222","0","0","106.468873000","8.9980","197.38","N/A"
"1.1.2.3","41577","5.6.7.8","http","3","222","3","222","0","0","106.522161000","8.9982","197.37","N/A"
"1.1.2.3","41578","5.6.7.8","http","3","222","3","222","0","0","106.615143000","8.9997","197.34","N/A"
"1.1.2.3","41579","5.6.7.8","http","3","222","3","222","0","0","107.184012000","9.0003","197.33","N/A"
"1.1.2.3","41580","5.6.7.8","http","3","222","3","222","0","0","107.263915000","9.0004","197.32","N/A"
"1.1.2.3","41581","5.6.7.8","http","3","222","3","222","0","0","107.428605000","8.9997","197.34","N/A"
"1.1.2.3","41582","5.6.7.8","http","3","222","3","222","0","0","107.534362000","8.9980","197.38","N/A"
"1.1.2.3","41583","5.6.7.8","http","3","222","3","222","0","0","107.597524000","8.9988","197.36","N/A"
"1.1.2.3","41584","5.6.7.8","http","3","222","3","222","0","0","107.841459000","8.9974","197.39","N/A"
"1.1.2.3","41585","5.6.7.8","http","3","222","3","222","0","0","108.053514000","8.9974","197.39","N/A"
"1.1.2.3","41586","5.6.7.8","http","3","222","3","222","0","0","108.275844000","8.9965","197.41","N/A"
"1.1.2.3","41587","5.6.7.8","http","3","222","3","222","0","0","108.339999000","9.0003","197.33","N/A"
"1.1.2.3","41588","5.6.7.8","http","3","222","3","222","0","0","108.546757000","8.9976","197.39","N/A"
"1.1.2.3","41589","5.6.7.8","http","3","222","3","222","0","0","108.846173000","8.9967","197.41","N/A"
"1.1.2.3","41590","5.6.7.8","http","3","222","3","222","0","0","109.245596000","8.9988","197.36","N/A"
"1.1.2.3","41591","5.6.7.8","http","3","222","3","222","0","0","109.430249000","8.9966","197.41","N/A"
"1.1.2.3","41592","5.6.7.8","http","3","222","3","222","0","0","109.546022000","8.9968","197.40","N/A"
"1.1.2.3","41593","5.6.7.8","http","3","222","3","222","0","0","109.600719000","8.9981","197.37","N/A"
"1.1.2.3","41594","5.6.7.8","http","3","222","3","222","0","0","109.697034000","8.9993","197.35","N/A"
"1.1.2.3","41595","5.6.7.8","http","3","222","3","222","0","0","109.796928000","8.9994","197.35","N/A"
"1.1.2.3","41596","5.6.7.8","http","3","222","3","222","0","0","109.845945000","8.9984","197.37","N/A"
"1.1.2.3","41597","5.6.7.8","http","3","222","3","222","0","0","109.872537000","8.9998","197.34","N/A"
"1.1.2.3","41598","5.6.7.8","http","3","222","3","222","0","0","110.102468000","8.9964","197.41","N/A"
"1.1.2.3","41599","5.6.7.8","http","3","222","3","222","0","0","110.164908000","8.9994","197.35","N/A"
"1.1.2.3","41600","5.6.7.8","http","3","222","3","222","0","0","110.881887000","8.9985","197.37","N/A"
"1.1.2.3","41601","5.6.7.8","http","3","222","3","222","0","0","111.189085000","8.9993","197.35","N/A"
"1.1.2.3","41602","5.6.7.8","http","3","222","3","222","0","0","111.233478000","8.9974","197.39","N/A"
"1.1.2.3","41603","5.6.7.8","http","3","222","3","222","0","0","111.270875000","8.9960","197.42","N/A"
"1.1.2.3","41604","5.6.7.8","http","3","222","3","222","0","0","111.530626000","8.9977","197.38","N/A"
"1.1.2.3","41605","5.6.7.8","http","3","222","3","222","0","0","111.697363000","8.9990","197.36","N/A"
"1.1.2.3","41606","5.6.7.8","http","3","222","3","222","0","0","112.201347000","8.9975","197.39","N/A"
"1.1.2.3","41607","5.6.7.8","http","3","222","3","222","0","0","112.400640000","8.9982","197.37","N/A"
"1.1.2.3","41608","5.6.7.8","http","3","222","3","222","0","0","112.455820000","8.9990","197.35","N/A"
"1.1.2.3","41609","5.6.7.8","http","3","222","3","222","0","0","112.510378000","8.9980","197.38","N/A"
"1.1.2.3","41610","5.6.7.8","http","3","222","3","222","0","0","112.615846000","8.9965","197.41","N/A"
"1.1.2.3","41611","5.6.7.8","http","3","222","3","222","0","0","113.369305000","8.9975","197.39","N/A"
"1.1.2.3","41612","5.6.7.8","http","3","222","3","222","0","0","113.822967000","8.9959","197.42","N/A"
"1.1.2.3","41613","5.6.7.8","http","3","222","3","222","0","0","114.025715000","8.9971","197.40","N/A"
"1.1.2.3","41614","5.6.7.8","http","3","222","3","222","0","0","114.472822000","8.9995","197.34","N/A"
"1.1.2.3","41615","5.6.7.8","http","3","222","3","222","0","0","114.622210000","8.9966","197.41","N/A"
"1.1.2.3","41616","5.6.7.8","http","3","222","3","222","0","0","114.820135000","9.0002","197.33","N/A"
"1.1.2.3","41617","5.6.7.8","http","3","222","3","222","0","0","114.920326000","8.9985","197.37","N/A"
"1.1.2.3","41618","5.6.7.8","http","3","222","3","222","0","0","115.013273000","8.9976","197.39","N/A"
"1.1.2.3","41619","5.6.7.8","http","3","222","3","222","0","0","115.297502000","8.9988","197.36","N/A"
"1.1.2.3","41620","5.6.7.8","http","3","222","3","222","0","0","115.658473000","8.9964","197.41","N/A"
"1.1.2.3","41621","5.6.7.8","http","3","222","3","222","0","0","115.735887000","9.0005","197.32","N/A"
"1.1.2.3","41622","5.6.7.8","http","3","222","3","222","0","0","115.773503000","8.9988","197.36","N/A"
"1.1.2.3","41623","5.6.7.8","http","3","222","3","222","0","0","116.385550000","8.9973","197.39","N/A"
"1.1.2.3","41624","5.6.7.8","http","3","222","3","222","0","0","116.401797000","8.9970","197.40","N/A"
"1.1.2.3","41625","5.6.7.8","http","3","222","3","222","0","0","116.671596000","8.9952","197.44","N/A"
"1.1.2.3","41626","5.6.7.8","http","3","222","3","222","0","0","117.056376000","8.9985","197.37","N/A"
"1.1.2.3","41627","5.6.7.8","http","3","222","3","222","0","0","117.112817000","8.9980","197.38","N/A"
"1.1.2.3","41628","5.6.7.8","http","3","222","3","222","0","0","117.224178000","8.9987","197.36","N/A"
"1.1.2.3","41629","5.6.7.8","http","3","222","3","222","0","0","117.233866000","8.9970","197.40","N/A"
"1.1.2.3","41630","5.6.7.8","http","3","222","3","222","0","0","117.525102000","8.9992","197.35","N/A"
"1.1.2.3","41631","5.6.7.8","http","3","222","3","222","0","0","117.739258000","8.9956","197.43","N/A"
"1.1.2.3","41632","5.6.7.8","http","3","222","3","222","0","0","117.902782000","8.9961","197.42","N/A"
"1.1.2.3","41633","5.6.7.8","http","3","222","3","222","0","0","118.027177000","8.9972","197.40","N/A"
"1.1.2.3","41634","5.6.7.8","http","3","222","3","222","0","0","118.459541000","8.9953","197.44","N/A"
"1.1.2.3","41635","5.6.7.8","http","3","222","3","222","0","0","118.786044000","8.9983","197.37","N/A"
"1.1.2.3","41636","5.6.7.8","http","17","6338","10","792","7","5546","118.867844000","2.9990","2112.71","14794.29"
"1.1.2.3","41637","5.6.7.8","http","3","222","3","222","0","0","118.881235000","8.9976","197.39","N/A"
"1.1.2.3","41638","5.6.7.8","http","3","222","3","222","0","0","118.922064000","8.9968","197.40","N/A"
"1.1.2.3","41639","5.6.7.8","http","3","222","3","222","0","0","119.286986000","8.9974","197.39","N/A"
"1.1.2.3","41640","5.6.7.8","http","17","6384","10","792","7","5592","119.467149000","3.0013","2111.11","14905.72"
"1.1.2.3","41641","5.6.7.8","http","3","222","3","222","0","0","119.608524000","8.9998","197.34","N/A"
"1.1.2.3","41642","5.6.7.8","http","3","222","3","222","0","0","119.634152000","8.9982","197.37","N/A"
"1.1.2.3","41643","5.6.7.8","http","3","222","3","222","0","0","119.701588000","8.9988","197.36","N/A"
"1.1.2.3","41644","5.6.7.8","http","3","222","3","222","0","0","119.749592000","8.9973","197.39","N/A"
"1.1.2.3","41645","5.6.7.8","http","3","222","3","222","0","0","119.863982000","9.0004","197.33","N/A"
"1.1.2.3","41646","5.6.7.8","http","3","222","3","222","0","0","119.963612000","8.9952","197.44","N/A"
"1.1.2.3","41647","5.6.7.8","http","3","222","3","222","0","0","120.019779000","8.9951","197.44","N/A"
"1.1.2.3","41648","5.6.7.8","http","3","222","3","222","0","0","120.179599000","8.9952","197.44","N/A"
"1.1.2.3","41649","5.6.7.8","http","3","222","3","222","0","0","120.535992000","8.9949","197.45","N/A"
"1.1.2.3","41650","5.6.7.8","http","3","222","3","222","0","0","120.559427000","8.9969","197.40","N/A"
"1.1.2.3","41651","5.6.7.8","http","3","222","3","222","0","0","120.692703000","8.9981","197.37","N/A"
"1.1.2.3","41652","5.6.7.8","http","3","222","3","222","0","0","120.766987000","8.9974","197.39","N/A"
"1.1.2.3","41653","5.6.7.8","http","3","222","3","222","0","0","120.812243000","8.9986","197.36","N/A"
"1.1.2.3","41654","5.6.7.8","http","3","222","3","222","0","0","121.271556000","8.9968","197.40","N/A"
"1.1.2.3","41655","5.6.7.8","http","3","222","3","222","0","0","121.476447000","8.9999","197.34","N/A"
"1.1.2.3","41656","5.6.7.8","http","3","222","3","222","0","0","121.658385000","8.9980","197.38","N/A"
"1.1.2.3","41657","5.6.7.8","http","3","222","3","222","0","0","121.738782000","8.9976","197.39","N/A"
"1.1.2.3","41658","5.6.7.8","http","3","222","3","222","0","0","121.964305000","9.0000","197.33","N/A"
"1.1.2.3","41659","5.6.7.8","http","3","222","3","222","0","0","122.300768000","8.9996","197.34","N/A"
"1.1.2.3","41660","5.6.7.8","http","3","222","3","222","0","0","122.576176000","8.9987","197.36","N/A"
"1.1.2.3","41661","5.6.7.8","http","3","222","3","222","0","0","122.626253000","8.9981","197.37","N/A"
"1.1.2.3","41662","5.6.7.8","http","3","222","3","222","0","0","122.892188000","8.9962","197.42","N/A"
"1.1.2.3","41663","5.6.7.8","http","3","222","3","222","0","0","122.989618000","8.9972","197.39","N/A"
"1.1.2.3","41664","5.6.7.8","http","3","222","3","222","0","0","123.076551000","8.9983","197.37","N/A"
"1.1.2.3","41665","5.6.7.8","http","3","222","3","222","0","0","123.138987000","8.9974","197.39","N/A"
"1.1.2.3","41666","5.6.7.8","http","3","222","3","222","0","0","123.332137000","8.9962","197.42","N/A"
"1.1.2.3","41667","5.6.7.8","http","3","222","3","222","0","0","124.019453000","8.9954","197.43","N/A"
"1.1.2.3","41668","5.6.7.8","http","3","222","3","222","0","0","124.071955000","8.9989","197.36","N/A"
"1.1.2.3","41669","5.6.7.8","http","3","222","3","222","0","0","124.214106000","8.9983","197.37","N/A"
"1.1.2.3","41670","5.6.7.8","http","3","222","3","222","0","0","124.225485000","8.9989","197.36","N/A"
"1.1.2.3","41671","5.6.7.8","http","3","222","3","222","0","0","124.308864000","8.9980","197.38","N/A"
"1.1.2.3","41672","5.6.7.8","http","3","222","3","222","0","0","124.525197000","8.9992","197.35","N/A"
"1.1.2.3","41673","5.6.7.8","http","3","222","3","222","0","0","124.781121000","8.9977","197.38","N/A"
"1.1.2.3","12676","5.6.7.8","http","2","114","1","54","1","60","125.480811000","0.0000","N/A","N/A"
"1.1.2.3","41674","5.6.7.8","http","3","222","3","222","0","0","125.767126000","8.9957","197.43","N/A"
"1.1.2.3","41675","5.6.7.8","http","3","222","3","222","0","0","125.838501000","8.9978","197.38","N/A"
"1.1.2.3","41676","5.6.7.8","http","3","222","3","222","0","0","126.130856000","8.9975","197.39","N/A"
"1.1.2.3","41677","5.6.7.8","http","3","222","3","222","0","0","126.659462000","8.9969","197.40","N/A"
"1.1.2.3","41678","5.6.7.8","http","3","222","3","222","0","0","126.677064000","8.9993","197.35","N/A"
"1.1.2.3","41679","5.6.7.8","http","3","222","3","222","0","0","126.986032000","8.9983","197.37","N/A"
"1.1.2.3","41680","5.6.7.8","http","3","222","3","222","0","0","127.099990000","8.9964","197.41","N/A"
"1.1.2.3","41681","5.6.7.8","http","3","222","3","222","0","0","127.130186000","8.9967","197.41","N/A"
"1.1.2.3","41682","5.6.7.8","http","3","222","3","222","0","0","127.269303000","8.9991","197.35","N/A"
"1.1.2.3","41683","5.6.7.8","http","3","222","3","222","0","0","127.329023000","9.0028","197.27","N/A"
"1.1.2.3","41684","5.6.7.8","http","3","222","3","222","0","0","127.416940000","8.9979","197.38","N/A"
"1.1.2.3","41685","5.6.7.8","http","3","222","3","222","0","0","127.992445000","8.9999","197.34","N/A"
"1.1.2.3","41686","5.6.7.8","http","3","222","3","222","0","0","128.103078000","8.9958","197.43","N/A"
"1.1.2.3","41687","5.6.7.8","http","3","222","3","222","0","0","128.245598000","8.9988","197.36","N/A"
"1.1.2.3","41688","5.6.7.8","http","3","222","3","222","0","0","128.364640000","8.9982","197.37","N/A"
"1.1.2.3","41689","5.6.7.8","http","3","222","3","222","0","0","128.536585000","8.9983","197.37","N/A"
"1.1.2.3","41690","5.6.7.8","http","3","222","3","222","0","0","128.563567000","8.9968","197.40","N/A"
"1.1.2.3","41691","5.6.7.8","http","3","222","3","222","0","0","128.686174000","8.9982","197.37","N/A"
"1.1.2.3","41692","5.6.7.8","http","3","222","3","222","0","0","129.088624000","8.9997","197.34","N/A"
"1.1.2.3","41693","5.6.7.8","http","3","222","3","222","0","0","129.299820000","9.0005","197.32","N/A"
"1.1.2.3","41694","5.6.7.8","http","3","222","3","222","0","0","129.423188000","8.9957","197.43","N/A"
"1.1.2.3","41695","5.6.7.8","http","3","222","3","222","0","0","129.735742000","8.9951","197.44","N/A"
"1.1.2.3","41696","5.6.7.8","http","3","222","3","222","0","0","129.913691000","8.9987","197.36","N/A"
"1.1.2.3","41697","5.6.7.8","http","3","222","3","222","0","0","130.222988000","8.9959","197.42","N/A"
"1.1.2.3","41698","5.6.7.8","http","3","222","3","222","0","0","130.343666000","8.9967","197.41","N/A"
"1.1.2.3","41699","5.6.7.8","http","3","222","3","222","0","0","130.858113000","8.9982","197.37","N/A"
"1.1.2.3","41700","5.6.7.8","http","3","222","3","222","0","0","131.225302000","8.9975","197.39","N/A"
"1.1.2.3","41701","5.6.7.8","http","3","222","3","222","0","0","131.625628000","8.9987","197.36","N/A"
"1.1.2.3","41702","5.6.7.8","http","3","222","3","222","0","0","131.681527000","8.9988","197.36","N/A"
"1.1.2.3","41703","5.6.7.8","http","3","222","3","222","0","0","131.715246000","8.9971","197.40","N/A"
"1.1.2.3","41704","5.6.7.8","http","3","222","3","222","0","0","131.734150000","8.9982","197.37","N/A"
"1.1.2.3","41705","5.6.7.8","http","3","222","3","222","0","0","131.783019000","8.9973","197.39","N/A"
"1.1.2.3","41706","5.6.7.8","http","3","222","3","222","0","0","131.876482000","8.9999","197.34","N/A"
"1.1.2.3","41707","5.6.7.8","http","3","222","3","222","0","0","132.007639000","8.9967","197.41","N/A"
"1.1.2.3","41708","5.6.7.8","http","3","222","3","222","0","0","132.029966000","8.9984","197.37","N/A"
"1.1.2.3","41709","5.6.7.8","http","3","222","3","222","0","0","132.103023000","8.9973","197.39","N/A"
"1.1.2.3","41710","5.6.7.8","http","3","222","3","222","0","0","132.239448000","8.9969","197.40","N/A"
"1.1.2.3","41711","5.6.7.8","http","3","222","3","222","0","0","132.274114000","8.9982","197.37","N/A"
"1.1.2.3","41712","5.6.7.8","http","3","222","3","222","0","0","132.354751000","8.9961","197.42","N/A"
"1.1.2.3","41713","5.6.7.8","http","3","222","3","222","0","0","132.651613000","8.9967","197.40","N/A"
"1.1.2.3","41714","5.6.7.8","http","3","222","3","222","0","0","132.684386000","8.9985","197.37","N/A"
"1.1.2.3","41715","5.6.7.8","http","3","222","3","222","0","0","133.218072000","8.9983","197.37","N/A"
"1.1.2.3","41716","5.6.7.8","http","3","222","3","222","0","0","133.525003000","8.9993","197.35","N/A"
"1.1.2.3","41717","5.6.7.8","http","3","222","3","222","0","0","133.621469000","8.9974","197.39","N/A"
"1.1.2.3","41718","5.6.7.8","http","3","222","3","222","0","0","133.731505000","8.9968","197.40","N/A"
"1.1.2.3","41719","5.6.7.8","http","3","222","3","222","0","0","133.850789000","8.9961","197.42","N/A"
"1.1.2.3","41720","5.6.7.8","http","3","222","3","222","0","0","133.898917000","8.9959","197.42","N/A"
"1.1.2.3","41721","5.6.7.8","http","3","222","3","222","0","0","133.938095000","8.9983","197.37","N/A"
"1.1.2.3","41722","5.6.7.8","http","3","222","3","222","0","0","134.014536000","8.9978","197.38","N/A"
"1.1.2.3","41723","5.6.7.8","http","3","222","3","222","0","0","134.074381000","8.9965","197.41","N/A"
"1.1.2.3","41724","5.6.7.8","http","3","222","3","222","0","0","134.233708000","8.9986","197.36","N/A"
"1.1.2.3","41725","5.6.7.8","http","3","222","3","222","0","0","134.274735000","8.9976","197.39","N/A"
"1.1.2.3","41726","5.6.7.8","http","3","222","3","222","0","0","134.481201000","8.9991","197.35","N/A"
"1.1.2.3","41727","5.6.7.8","http","3","222","3","222","0","0","134.515771000","8.9951","197.44","N/A"
"1.1.2.3","41728","5.6.7.8","http","3","222","3","222","0","0","135.142758000","8.9976","197.39","N/A"
"1.1.2.3","41729","5.6.7.8","http","3","222","3","222","0","0","135.300211000","9.0001","197.33","N/A"
"1.1.2.3","41730","5.6.7.8","http","3","222","3","222","0","0","135.555827000","8.9950","197.44","N/A"
"1.1.2.3","41731","5.6.7.8","http","3","222","3","222","0","0","135.638303000","8.9965","197.41","N/A"
"1.1.2.3","41732","5.6.7.8","http","3","222","3","222","0","0","135.965720000","8.9971","197.40","N/A"
"1.1.2.3","41733","5.6.7.8","http","3","222","3","222","0","0","135.993480000","8.9974","197.39","N/A"
"1.1.2.3","41734","5.6.7.8","http","3","222","3","222","0","0","136.151276000","8.9971","197.40","N/A"
"1.1.2.3","41735","5.6.7.8","http","3","222","3","222","0","0","136.622343000","8.9965","197.41","N/A"
"1.1.2.3","41736","5.6.7.8","http","3","222","3","222","0","0","136.648126000","8.9987","197.36","N/A"
"1.1.2.3","41737","5.6.7.8","http","3","222","3","222","0","0","136.979501000","8.9968","197.40","N/A"
"1.1.2.3","41738","5.6.7.8","http","3","222","3","222","0","0","137.105492000","8.9974","197.39","N/A"
"1.1.2.3","41739","5.6.7.8","http","3","222","3","222","0","0","137.302707000","8.9977","197.38","N/A"
"1.1.2.3","41740","5.6.7.8","http","3","222","3","222","0","0","137.544550000","8.9983","197.37","N/A"
"1.1.2.3","41741","5.6.7.8","http","3","222","3","222","0","0","137.819168000","8.9972","197.40","N/A"
"1.1.2.3","41742","5.6.7.8","http","3","222","3","222","0","0","138.084806000","8.9980","197.38","N/A"
"1.1.2.3","41743","5.6.7.8","http","3","222","3","222","0","0","138.094193000","8.9967","197.41","N/A"
"1.1.2.3","41744","5.6.7.8","http","3","222","3","222","0","0","138.220891000","8.9995","197.35","N/A"
